Application,Proceeding,ProceedingDocuments,ProceedingHome
23323-A001,23323,https://www2.auc.ab.ca/Proceeding23323/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding23323/SitePages/ManageApplications.aspx?AppNumber=23323-A001
23195-A001,23195,https://www2.auc.ab.ca/Proceeding23195/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding23195/SitePages/ManageApplications.aspx?AppNumber=23195-A001
23194-A001,23194,https://www2.auc.ab.ca/Proceeding23194/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding23194/SitePages/ManageApplications.aspx?AppNumber=23194-A001
23044-A001,23044,https://www2.auc.ab.ca/Proceeding23044/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding23044/SitePages/ManageApplications.aspx?AppNumber=23044-A001
22781-A001,22781,https://www2.auc.ab.ca/Proceeding22781/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding22781/SitePages/ManageApplications.aspx?AppNumber=22781-A001
22633-A001,22633,https://www2.auc.ab.ca/Proceeding22633/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding22633/SitePages/ManageApplications.aspx?AppNumber=22633-A001
22513-A001,22513,https://www2.auc.ab.ca/Proceeding22513/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding22513/SitePages/ManageApplications.aspx?AppNumber=22513-A001
22499-A001,22499,https://www2.auc.ab.ca/Proceeding22499/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding22499/SitePages/ManageApplications.aspx?AppNumber=22499-A001
22467-A001,22467,https://www2.auc.ab.ca/Proceeding22467/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding22467/SitePages/ManageApplications.aspx?AppNumber=22467-A001
22447-A001,22447,https://www2.auc.ab.ca/Proceeding22447/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding22447/SitePages/ManageApplications.aspx?AppNumber=22447-A001
22422-A001,22422,https://www2.auc.ab.ca/Proceeding22422/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding22422/SitePages/ManageApplications.aspx?AppNumber=22422-A001
22345-A002,22345,https://www2.auc.ab.ca/Proceeding22345/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding22345/SitePages/ManageApplications.aspx?AppNumber=22345-A002
22344-A001,22344,https://www2.auc.ab.ca/Proceeding22344/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding22344/SitePages/ManageApplications.aspx?AppNumber=22344-A001
22307-A001,22307,https://www2.auc.ab.ca/Proceeding22307/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding22307/SitePages/ManageApplications.aspx?AppNumber=22307-A001
22297-A001,22297,https://www2.auc.ab.ca/Proceeding22297/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding22297/SitePages/ManageApplications.aspx?AppNumber=22297-A001
22296-A001,22296,https://www2.auc.ab.ca/Proceeding22296/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding22296/SitePages/ManageApplications.aspx?AppNumber=22296-A001
21920-A001,21920,https://www2.auc.ab.ca/Proceeding21920/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding21920/SitePages/ManageApplications.aspx?AppNumber=21920-A001
21897-A001,21897,https://www2.auc.ab.ca/Proceeding21897/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding21897/SitePages/ManageApplications.aspx?AppNumber=21897-A001
20139-A001,20139,https://www2.auc.ab.ca/Proceeding20139/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding20139/SitePages/ManageApplications.aspx?AppNumber=20139-A001
1609500-1,2569,https://www2.auc.ab.ca/Proceeding2569/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding2569/SitePages/ManageApplications.aspx?AppNumber=1609500-1
1609363-1,2497,https://www2.auc.ab.ca/Proceeding2497/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding2497/SitePages/ManageApplications.aspx?AppNumber=1609363-1
1609102-1,2292,https://www2.auc.ab.ca/Proceeding2292/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding2292/SitePages/ManageApplications.aspx?AppNumber=1609102-1
1608962-2,2215,https://www2.auc.ab.ca/Proceeding2215/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding2215/SitePages/ManageApplications.aspx?AppNumber=1608962-2
1608962-1,2215,https://www2.auc.ab.ca/Proceeding2215/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding2215/SitePages/ManageApplications.aspx?AppNumber=1608962-1
1608786-1,2136,https://www2.auc.ab.ca/Proceeding2136/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding2136/SitePages/ManageApplications.aspx?AppNumber=1608786-1
1608593-1,1994,https://www2.auc.ab.ca/Proceeding1994/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding1994/SitePages/ManageApplications.aspx?AppNumber=1608593-1
1608532-1,1938,https://www2.auc.ab.ca/Proceeding1938/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding1938/SitePages/ManageApplications.aspx?AppNumber=1608532-1
1608432-1,1875,https://www2.auc.ab.ca/Proceeding1875/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding1875/SitePages/ManageApplications.aspx?AppNumber=1608432-1
1608412-2,1862,https://www2.auc.ab.ca/Proceeding1862/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding1862/SitePages/ManageApplications.aspx?AppNumber=1608412-2
1608412-1,1862,https://www2.auc.ab.ca/Proceeding1862/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding1862/SitePages/ManageApplications.aspx?AppNumber=1608412-1
1608204-1,1764,https://www2.auc.ab.ca/Proceeding1764/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding1764/SitePages/ManageApplications.aspx?AppNumber=1608204-1
1608187-1,1736,https://www2.auc.ab.ca/Proceeding1736/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding1736/SitePages/ManageApplications.aspx?AppNumber=1608187-1
1608031-1,1654,https://www2.auc.ab.ca/Proceeding1654/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding1654/SitePages/ManageApplications.aspx?AppNumber=1608031-1
1607869-1,1563,https://www2.auc.ab.ca/Proceeding1563/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding1563/SitePages/ManageApplications.aspx?AppNumber=1607869-1
1607174-2,1166,https://www2.auc.ab.ca/Proceeding1166/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding1166/SitePages/ManageApplications.aspx?AppNumber=1607174-2
1607174-1,1166,https://www2.auc.ab.ca/Proceeding1166/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding1166/SitePages/ManageApplications.aspx?AppNumber=1607174-1
1572004-2,17057,https://www2.auc.ab.ca/Proceeding17057/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding17057/SitePages/ManageApplications.aspx?AppNumber=1572004-2
1572004-1,17057,https://www2.auc.ab.ca/Proceeding17057/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding17057/SitePages/ManageApplications.aspx?AppNumber=1572004-1
1571463-1,17048,https://www2.auc.ab.ca/Proceeding17048/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding17048/SitePages/ManageApplications.aspx?AppNumber=1571463-1
1567376-1,16957,https://www2.auc.ab.ca/Proceeding16957/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding16957/SitePages/ManageApplications.aspx?AppNumber=1567376-1
1567218-2,16956,https://www2.auc.ab.ca/Proceeding16956/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding16956/SitePages/ManageApplications.aspx?AppNumber=1567218-2
1567218-1,16956,https://www2.auc.ab.ca/Proceeding16956/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding16956/SitePages/ManageApplications.aspx?AppNumber=1567218-1
1561598-2,16860,https://www2.auc.ab.ca/Proceeding16860/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding16860/SitePages/ManageApplications.aspx?AppNumber=1561598-2
1561598-1,16860,https://www2.auc.ab.ca/Proceeding16860/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding16860/SitePages/ManageApplications.aspx?AppNumber=1561598-1
1560556-2,16842,https://www2.auc.ab.ca/Proceeding16842/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding16842/SitePages/ManageApplications.aspx?AppNumber=1560556-2
1560556-1,16842,https://www2.auc.ab.ca/Proceeding16842/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding16842/SitePages/ManageApplications.aspx?AppNumber=1560556-1
1560384-2,16841,https://www2.auc.ab.ca/Proceeding16841/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding16841/SitePages/ManageApplications.aspx?AppNumber=1560384-2
1560384-1,16841,https://www2.auc.ab.ca/Proceeding16841/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding16841/SitePages/ManageApplications.aspx?AppNumber=1560384-1
1560169-2,16838,https://www2.auc.ab.ca/Proceeding16838/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding16838/SitePages/ManageApplications.aspx?AppNumber=1560169-2
1560169-1,16838,https://www2.auc.ab.ca/Proceeding16838/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding16838/SitePages/ManageApplications.aspx?AppNumber=1560169-1
1560168-2,16837,https://www2.auc.ab.ca/Proceeding16837/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding16837/SitePages/ManageApplications.aspx?AppNumber=1560168-2
1560168-1,16837,https://www2.auc.ab.ca/Proceeding16837/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding16837/SitePages/ManageApplications.aspx?AppNumber=1560168-1
1560167-2,16836,https://www2.auc.ab.ca/Proceeding16836/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding16836/SitePages/ManageApplications.aspx?AppNumber=1560167-2
1560167-1,16836,https://www2.auc.ab.ca/Proceeding16836/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding16836/SitePages/ManageApplications.aspx?AppNumber=1560167-1
1559329-2,16832,https://www2.auc.ab.ca/Proceeding16832/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding16832/SitePages/ManageApplications.aspx?AppNumber=1559329-2
1559329-1,16832,https://www2.auc.ab.ca/Proceeding16832/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding16832/SitePages/ManageApplications.aspx?AppNumber=1559329-1
1557947-2,16808,https://www2.auc.ab.ca/Proceeding16808/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding16808/SitePages/ManageApplications.aspx?AppNumber=1557947-2
1557947-1,16808,https://www2.auc.ab.ca/Proceeding16808/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding16808/SitePages/ManageApplications.aspx?AppNumber=1557947-1
1552197-2,16718,https://www2.auc.ab.ca/Proceeding16718/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding16718/SitePages/ManageApplications.aspx?AppNumber=1552197-2
1552197-1,16718,https://www2.auc.ab.ca/Proceeding16718/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding16718/SitePages/ManageApplications.aspx?AppNumber=1552197-1
1551921-2,16713,https://www2.auc.ab.ca/Proceeding16713/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding16713/SitePages/ManageApplications.aspx?AppNumber=1551921-2
1551921-1,16713,https://www2.auc.ab.ca/Proceeding16713/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding16713/SitePages/ManageApplications.aspx?AppNumber=1551921-1
1550595-2,16702,https://www2.auc.ab.ca/Proceeding16702/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding16702/SitePages/ManageApplications.aspx?AppNumber=1550595-2
1550595-1,16702,https://www2.auc.ab.ca/Proceeding16702/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding16702/SitePages/ManageApplications.aspx?AppNumber=1550595-1
1547339-2,16648,https://www2.auc.ab.ca/Proceeding16648/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding16648/SitePages/ManageApplications.aspx?AppNumber=1547339-2
1547339-1,16648,https://www2.auc.ab.ca/Proceeding16648/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding16648/SitePages/ManageApplications.aspx?AppNumber=1547339-1
1546018-3,16624,https://www2.auc.ab.ca/Proceeding16624/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding16624/SitePages/ManageApplications.aspx?AppNumber=1546018-3
1546018-2,16624,https://www2.auc.ab.ca/Proceeding16624/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding16624/SitePages/ManageApplications.aspx?AppNumber=1546018-2
1546018-1,16624,https://www2.auc.ab.ca/Proceeding16624/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding16624/SitePages/ManageApplications.aspx?AppNumber=1546018-1
1545768-2,16622,https://www2.auc.ab.ca/Proceeding16622/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding16622/SitePages/ManageApplications.aspx?AppNumber=1545768-2
1545768-1,16622,https://www2.auc.ab.ca/Proceeding16622/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding16622/SitePages/ManageApplications.aspx?AppNumber=1545768-1
1530713-2,16566,https://www2.auc.ab.ca/Proceeding16566/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding16566/SitePages/ManageApplications.aspx?AppNumber=1530713-2
1530713-1,16566,https://www2.auc.ab.ca/Proceeding16566/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding16566/SitePages/ManageApplications.aspx?AppNumber=1530713-1
1525402-2,16498,https://www2.auc.ab.ca/Proceeding16498/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding16498/SitePages/ManageApplications.aspx?AppNumber=1525402-2
1525402-1,16498,https://www2.auc.ab.ca/Proceeding16498/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding16498/SitePages/ManageApplications.aspx?AppNumber=1525402-1
1520318-4,16426,https://www2.auc.ab.ca/Proceeding16426/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding16426/SitePages/ManageApplications.aspx?AppNumber=1520318-4
1520318-3,16426,https://www2.auc.ab.ca/Proceeding16426/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding16426/SitePages/ManageApplications.aspx?AppNumber=1520318-3
1520318-2,16426,https://www2.auc.ab.ca/Proceeding16426/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding16426/SitePages/ManageApplications.aspx?AppNumber=1520318-2
1520318-1,16426,https://www2.auc.ab.ca/Proceeding16426/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding16426/SitePages/ManageApplications.aspx?AppNumber=1520318-1
1519102-2,16398,https://www2.auc.ab.ca/Proceeding16398/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding16398/SitePages/ManageApplications.aspx?AppNumber=1519102-2
1519102-1,16398,https://www2.auc.ab.ca/Proceeding16398/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding16398/SitePages/ManageApplications.aspx?AppNumber=1519102-1
1510749-2,16211,https://www2.auc.ab.ca/Proceeding16211/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding16211/SitePages/ManageApplications.aspx?AppNumber=1510749-2
1510749-1,16211,https://www2.auc.ab.ca/Proceeding16211/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding16211/SitePages/ManageApplications.aspx?AppNumber=1510749-1
1507591-2,16101,https://www2.auc.ab.ca/Proceeding16101/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding16101/SitePages/ManageApplications.aspx?AppNumber=1507591-2
1507591-1,16101,https://www2.auc.ab.ca/Proceeding16101/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding16101/SitePages/ManageApplications.aspx?AppNumber=1507591-1
1504631-1,16056,https://www2.auc.ab.ca/Proceeding16056/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding16056/SitePages/ManageApplications.aspx?AppNumber=1504631-1
1503772-1,16040,https://www2.auc.ab.ca/Proceeding16040/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding16040/SitePages/ManageApplications.aspx?AppNumber=1503772-1
1485417-4,15821,https://www2.auc.ab.ca/Proceeding15821/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding15821/SitePages/ManageApplications.aspx?AppNumber=1485417-4
1485417-3,15821,https://www2.auc.ab.ca/Proceeding15821/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding15821/SitePages/ManageApplications.aspx?AppNumber=1485417-3
1485417-2,15821,https://www2.auc.ab.ca/Proceeding15821/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding15821/SitePages/ManageApplications.aspx?AppNumber=1485417-2
1485417-1,15821,https://www2.auc.ab.ca/Proceeding15821/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding15821/SitePages/ManageApplications.aspx?AppNumber=1485417-1
1483090-2,15779,https://www2.auc.ab.ca/Proceeding15779/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding15779/SitePages/ManageApplications.aspx?AppNumber=1483090-2
1483090-1,15779,https://www2.auc.ab.ca/Proceeding15779/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding15779/SitePages/ManageApplications.aspx?AppNumber=1483090-1
1481153-2,15754,https://www2.auc.ab.ca/Proceeding15754/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding15754/SitePages/ManageApplications.aspx?AppNumber=1481153-2
1481153-1,15754,https://www2.auc.ab.ca/Proceeding15754/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding15754/SitePages/ManageApplications.aspx?AppNumber=1481153-1
1479170-2,15728,https://www2.auc.ab.ca/Proceeding15728/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding15728/SitePages/ManageApplications.aspx?AppNumber=1479170-2
1479170-1,15728,https://www2.auc.ab.ca/Proceeding15728/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding15728/SitePages/ManageApplications.aspx?AppNumber=1479170-1
1441527-2,15203,https://www2.auc.ab.ca/Proceeding15203/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding15203/SitePages/ManageApplications.aspx?AppNumber=1441527-2
1441527-1,15203,https://www2.auc.ab.ca/Proceeding15203/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding15203/SitePages/ManageApplications.aspx?AppNumber=1441527-1
1416832-2,14948,https://www2.auc.ab.ca/Proceeding14948/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding14948/SitePages/ManageApplications.aspx?AppNumber=1416832-2
1416832-1,14948,https://www2.auc.ab.ca/Proceeding14948/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding14948/SitePages/ManageApplications.aspx?AppNumber=1416832-1
1363006-2,14249,https://www2.auc.ab.ca/Proceeding14249/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding14249/SitePages/ManageApplications.aspx?AppNumber=1363006-2
1363006-1,14249,https://www2.auc.ab.ca/Proceeding14249/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding14249/SitePages/ManageApplications.aspx?AppNumber=1363006-1
1362103-2,14236,https://www2.auc.ab.ca/Proceeding14236/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding14236/SitePages/ManageApplications.aspx?AppNumber=1362103-2
1362103-1,14236,https://www2.auc.ab.ca/Proceeding14236/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding14236/SitePages/ManageApplications.aspx?AppNumber=1362103-1
1353460-2,14105,https://www2.auc.ab.ca/Proceeding14105/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding14105/SitePages/ManageApplications.aspx?AppNumber=1353460-2
1353460-1,14105,https://www2.auc.ab.ca/Proceeding14105/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding14105/SitePages/ManageApplications.aspx?AppNumber=1353460-1
1346882-1,14019,https://www2.auc.ab.ca/Proceeding14019/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding14019/SitePages/ManageApplications.aspx?AppNumber=1346882-1
1325262-2,13793,https://www2.auc.ab.ca/Proceeding13793/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding13793/SitePages/ManageApplications.aspx?AppNumber=1325262-2
1325262-1,13793,https://www2.auc.ab.ca/Proceeding13793/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding13793/SitePages/ManageApplications.aspx?AppNumber=1325262-1
1293968-1,13501,https://www2.auc.ab.ca/Proceeding13501/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding13501/SitePages/ManageApplications.aspx?AppNumber=1293968-1
1282778-1,13353,https://www2.auc.ab.ca/Proceeding13353/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding13353/SitePages/ManageApplications.aspx?AppNumber=1282778-1
1277700-1,13259,https://www2.auc.ab.ca/Proceeding13259/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding13259/SitePages/ManageApplications.aspx?AppNumber=1277700-1
1277254-1,13253,https://www2.auc.ab.ca/Proceeding13253/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding13253/SitePages/ManageApplications.aspx?AppNumber=1277254-1
1575267-1,17128,https://www2.auc.ab.ca/Proceeding17128/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding17128/SitePages/ManageApplications.aspx?AppNumber=1575267-1
1474405-1,15669,https://www2.auc.ab.ca/Proceeding15669/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding15669/SitePages/ManageApplications.aspx?AppNumber=1474405-1
1608074-1,1676,https://www2.auc.ab.ca/Proceeding1676/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding1676/SitePages/ManageApplications.aspx?AppNumber=1608074-1
1607923-1,1608,https://www2.auc.ab.ca/Proceeding1608/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding1608/SitePages/ManageApplications.aspx?AppNumber=1607923-1
1569878-1,17020,https://www2.auc.ab.ca/Proceeding17020/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding17020/SitePages/ManageApplications.aspx?AppNumber=1569878-1
1569870-2,17019,https://www2.auc.ab.ca/Proceeding17019/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding17019/SitePages/ManageApplications.aspx?AppNumber=1569870-2
1569870-1,17019,https://www2.auc.ab.ca/Proceeding17019/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding17019/SitePages/ManageApplications.aspx?AppNumber=1569870-1
1277698-1,13258,https://www2.auc.ab.ca/Proceeding13258/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding13258/SitePages/ManageApplications.aspx?AppNumber=1277698-1
1210308-1,5713,https://www2.auc.ab.ca/Proceeding5713/ProceedingDocuments/Forms/AllItems.aspx,https://www2.auc.ab.ca/Proceeding5713/SitePages/ManageApplications.aspx?AppNumber=1210308-1
